0	150
1	149
2	149
3	149
4	149
5	148
6	148
7	148
8	148
9	148
10	148
11	148
12	147
13	147
14	147
15	147
16	147
17	147
18	147
19	147
20	146
21	146
22	146
23	146
24	146
25	146
26	146
27	146
28	146
29	146
30	146
31	146
32	146
33	146
34	146
35	146
36	146
37	146
38	146
39	146
40	146
41	146
42	146
43	146
44	146
45	146
46	146
47	146
48	146
49	146
50	146
51	146
52	146
53	146
54	145
55	145
56	145
57	145
58	145
59	145
60	145
61	145
62	145
63	145
64	145
65	145
66	145
67	145
68	144
69	144
70	144
71	144
72	144
73	144
74	144
75	144
76	144
77	144
78	144
79	144
80	143
81	143
82	143
83	143
84	143
85	143
86	143
87	143
88	143
89	142
90	142
91	142
92	142
93	142
94	142
95	142
96	142
97	142
98	142
99	142
100	142
101	142
102	142
103	142
104	142
105	142
106	142
107	142
108	142
109	142
110	142
111	142
112	142
113	142
114	142
115	142
116	142
117	142
118	142
119	142
120	142
121	142
122	142
123	142
124	142
125	142
126	142
127	142
128	142
129	142
130	142
131	142
132	142
133	142
134	142
135	142
136	142
137	142
138	142
139	142
140	142
141	142
142	142
143	142
144	142
145	142
146	142
147	142
148	142
149	142
150	142
151	142
152	142
153	142
154	142
155	142
156	142
157	142
158	142
159	142
160	142
161	142
162	142
163	142
164	142
165	142
166	142
167	142
168	142
169	142
170	142
171	142
172	142
173	142
174	142
175	142
176	142
177	142
178	142
179	142
180	142
181	142
182	142
183	142
184	142
185	142
186	142
187	142
188	142
189	142
190	142
191	142
192	142
193	142
194	142
195	142
196	142
197	142
198	142
199	142
200	142
